Number;Chemical name;Chemical Formula;Monoisotopic mass;[M+H]+;[M-H]-;Smile Code;INCHi;Source
84;Atenolol-M88;C14H21NO5;283.141974;284.149799;282.134149;CC(C)N(CC(O)COC1=CC=C(CC(=O)O)C=C1)O;InChI=1S/C14H21NO5/c1-10(2)15(19)8-12(16)9-20-13-5-3-11(4-6-13)7-14(17)18/h3-6,10,12,16,19H,7-9H2,1-2H3,(H,17,18);BioTransformer 3.0
85;Atenolol-M89;C14H20ClNO4;301.108087;302.115912;300.100262;CC(C)N(CC(O)COC1=CC=C(CC(=O)O)C=C1)Cl;InChI=1S/C14H20ClNO4/c1-10(2)16(15)8-12(17)9-20-13-5-3-11(4-6-13)7-14(18)19/h3-6,10,12,17H,7-9H2,1-2H3,(H,18,19);BioTransformer 3.0
86;Atenolol-M90;C14H22N2O4;282.157958;283.165783;281.150133;CC(C)NCC(O)CC1=C(O)C=C(C(=C1)CC(N)=O)O;InChI=1S/C14H22N2O4/c1-8(2)16-7-11(17)4-9-3-10(5-14(15)20)13(19)6-12(9)18/h3,6,8,11,16-19H,4-5,7H2,1-2H3,(H2,15,20);BioTransformer 3.0
87;Atenolol-M91;C14H22N2O4;282.157958;283.165783;281.150133;CC(C)NCC(O)CC1C(O)=CC(=O)C(CC(N)=O)=C1;InChI=1S/C14H22N2O4/c1-8(2)16-7-11(17)4-9-3-10(5-14(15)20)13(19)6-12(9)18/h3,6,8-9,11,16-18H,4-5,7H2,1-2H3,(H2,15,20);BioTransformer 3.0
88;Atenolol-M92;C14H22N2O4;282.157958;283.165783;281.150133;CC(C)NCC(O)CC1=C(O)C(=CC(=C1)CC(N)=O)O;InChI=1S/C14H22N2O4/c1-8(2)16-7-11(17)6-10-3-9(5-13(15)19)4-12(18)14(10)20/h3-4,8,11,16-18,20H,5-7H2,1-2H3,(H2,15,19);BioTransformer 3.0
89;Atenolol-M93;C14H22N2O6;314.147788;315.155613;313.139963;CC(C)NCC(O)CC(=CC(=CC(O)=O)CC(N)=O)C(=O)O;InChI=1S/C14H22N2O6/c1-8(2)16-7-11(17)6-10(14(21)22)3-9(4-12(15)18)5-13(19)20/h3,5,8,11,16-17H,4,6-7H2,1-2H3,(H2,15,18)(H,19,20)(H,21,22)/b9-5+,10-3-;BioTransformer 3.0
90;Atenolol-M94;C14H22N2O4;282.157958;283.165783;281.150133;CC(C)N(CC(O)CC1=C(O)C=CC(=C1)CC(N)=O)O;InChI=1S/C14H22N2O4/c1-9(2)16(20)8-12(17)7-11-5-10(6-14(15)19)3-4-13(11)18/h3-5,9,12,17-18,20H,6-8H2,1-2H3,(H2,15,19);BioTransformer 3.0
91;Atenolol-M95;C14H22N2O4;282.157958;283.165783;281.150133;CC(C)NCC(O)CC1=C(O)C=CC(=C1)CC(NO)=O;InChI=1S/C14H22N2O4/c1-9(2)15-8-12(17)7-11-5-10(3-4-13(11)18)6-14(19)16-20/h3-5,9,12,15,17-18,20H,6-8H2,1-2H3,(H,16,19);BioTransformer 3.0
92;Atenolol-M96;C14H21ClN2O3;300.124071;301.131896;299.116246;CC(C)N(CC(O)CC1=C(O)C=CC(=C1)CC(N)=O)Cl;InChI=1S/C14H21ClN2O3/c1-9(2)17(15)8-12(18)7-11-5-10(6-14(16)20)3-4-13(11)19/h3-5,9,12,18-19H,6-8H2,1-2H3,(H2,16,20);BioTransformer 3.0
93;Atenolol-M97;C14H21ClN2O3;300.124071;301.131896;299.116246;CC(C)NCC(O)CC1=C(O)C(=CC(=C1)CC(N)=O)Cl;InChI=1S/C14H21ClN2O3/c1-8(2)17-7-11(18)6-10-3-9(5-13(16)19)4-12(15)14(10)20/h3-4,8,11,17-18,20H,5-7H2,1-2H3,(H2,16,19);BioTransformer 3.0
94;Atenolol-M98;C6H15NO3;149.105194;150.113019;148.097369;CC(C)N(CC(CO)O)O;InChI=1S/C6H15NO3/c1-5(2)7(10)3-6(9)4-8/h5-6,8-10H,3-4H2,1-2H3;BioTransformer 3.0
95;Atenolol-M99;C6H14ClNO2;167.071307;168.079132;166.063482;CC(C)N(CC(CO)O)Cl;InChI=1S/C6H14ClNO2/c1-5(2)8(7)3-6(10)4-9/h5-6,9-10H,3-4H2,1-2H3;BioTransformer 3.0
96;Atenolol-M100;C8H9NO3;167.058244;168.066069;166.050419;OC1=CC=C(CC(N)=O)C=C1O;InChI=1S/C8H9NO3/c9-8(12)4-5-1-2-6(10)7(11)3-5/h1-3,10-11H,4H2,(H2,9,12);BioTransformer 3.0
97;Atenolol-M101;C8H9NO5;199.048074;200.055899;198.040249;OC(C=CC(CC(N)=O)=CC(O)=O)=O;InChI=1S/C8H9NO5/c9-6(10)3-5(4-8(13)14)1-2-7(11)12/h1-2,4H,3H2,(H2,9,10)(H,11,12)(H,13,14)/b2-1+,5-4+;BioTransformer 3.0
98;Atenolol-M102;C8H9NO3;167.058244;168.066069;166.050419;OC1=CC=C(CC(NO)=O)C=C1;InChI=1S/C8H9NO3/c10-7-3-1-6(2-4-7)5-8(11)9-12/h1-4,10,12H,5H2,(H,9,11);BioTransformer 3.0
99;Atenolol-M103;C8H8ClNO2;185.024357;186.032182;184.016532;OC1=C(C=C(CC(N)=O)C=C1)Cl;InChI=1S/C8H8ClNO2/c9-6-3-5(4-8(10)12)1-2-7(6)11/h1-3,11H,4H2,(H2,10,12);BioTransformer 3.0
100;Atenolol-M104;C14H22N2O5;298.152873;299.160698;297.145048;CC(C)N(CC(O)COC1=CC=C(CC(NO)=O)C=C1)O;InChI=1S/C14H22N2O5/c1-10(2)16(20)8-12(17)9-21-13-5-3-11(4-6-13)7-14(18)15-19/h3-6,10,12,17,19-20H,7-9H2,1-2H3,(H,15,18);BioTransformer 3.0
101;Atenolol-M105;C3H7NO;73.052764;74.060589;72.044939;CC(C)N=O;InChI=1S/C3H7NO/c1-3(2)4-5/h3H,1-2H3;BioTransformer 3.0
102;Atenolol-M106;C14H20N2O4;280.142308;281.150133;279.134483;CC(C)[N+](=CC(O)COC1=CC=C(CC(N)=O)C=C1)[O-];InChI=1S/C14H20N2O4/c1-10(2)16(19)8-12(17)9-20-13-5-3-11(4-6-13)7-14(15)18/h3-6,8,10,12,17H,7,9H2,1-2H3,(H2,15,18)/b16-8-;BioTransformer 3.0
103;Atenolol-M107;C14H22N2O5;298.152873;299.160698;297.145048;CC(C)NCC(O)COC1=CC=C(CC(N(O)O)=O)C=C1;InChI=1S/C14H22N2O5/c1-10(2)15-8-12(17)9-21-13-5-3-11(4-6-13)7-14(18)16(19)20/h3-6,10,12,15,17,19-20H,7-9H2,1-2H3;BioTransformer 3.0
104;Atenolol-M108;C14H20N2O4;280.142308;281.150133;279.134483;CC(C)NCC(O)COC1=CC=C(CC(N=O)=O)C=C1;InChI=1S/C14H20N2O4/c1-10(2)15-8-12(17)9-20-13-5-3-11(4-6-13)7-14(18)16-19/h3-6,10,12,15,17H,7-9H2,1-2H3;BioTransformer 3.0
105;Atenolol-M109;C14H21ClN2O4;316.118986;317.126811;315.111161;CC(C)N(CC(O)COC1=CC=C(CC(NO)=O)C=C1)Cl;InChI=1S/C14H21ClN2O4/c1-10(2)17(15)8-12(18)9-21-13-5-3-11(4-6-13)7-14(19)16-20/h3-6,10,12,18,20H,7-9H2,1-2H3,(H,16,19);BioTransformer 3.0
106;Atenolol-M110;C13H21NO2;223.157229;224.165054;222.149404;CC(C)NCC(O)CC1=C(O)C=CC(=C1)C;InChI=1S/C13H21NO2/c1-9(2)14-8-12(15)7-11-6-10(3)4-5-13(11)16/h4-6,9,12,14-16H,7-8H2,1-3H3;BioTransformer 3.0
107;Atenolol-M111;C13H21NO3;239.152144;240.159969;238.144319;CC(C)NCC(O)CC1=C(O)C=CC(=C1)CO;InChI=1S/C13H21NO3/c1-9(2)14-7-12(16)6-11-5-10(8-15)3-4-13(11)17/h3-5,9,12,14-17H,6-8H2,1-2H3;BioTransformer 3.0
108;Atenolol-M112;C13H19NO3;237.136494;238.144319;236.128669;CC(C)NCC(O)CC1=C(O)C=CC(=C1)C=O;InChI=1S/C13H19NO3/c1-9(2)14-7-12(16)6-11-5-10(8-15)3-4-13(11)17/h3-5,8-9,12,14,16-17H,6-7H2,1-2H3;BioTransformer 3.0
109;Atenolol-M113;C14H21NO5;283.141974;284.149799;282.134149;CC(C)NCC(O)CC1=C(O)C=C(C(=C1)CC(=O)O)O;InChI=1S/C14H21NO5/c1-8(2)15-7-11(16)4-9-3-10(5-14(19)20)13(18)6-12(9)17/h3,6,8,11,15-18H,4-5,7H2,1-2H3,(H,19,20);BioTransformer 3.0
110;Atenolol-M114;C14H21NO5;283.141974;284.149799;282.134149;CC(C)NCC(O)CC1C(O)=CC(=O)C(CC(=O)O)=C1;InChI=1S/C14H21NO5/c1-8(2)15-7-11(16)4-9-3-10(5-14(19)20)13(18)6-12(9)17/h3,6,8-9,11,15-17H,4-5,7H2,1-2H3,(H,19,20);BioTransformer 3.0
111;Atenolol-M115;C14H21NO5;283.141974;284.149799;282.134149;CC(C)NCC(O)CC1=C(O)C(=CC(=C1)CC(=O)O)O;InChI=1S/C14H21NO5/c1-8(2)15-7-11(16)6-10-3-9(5-13(18)19)4-12(17)14(10)20/h3-4,8,11,15-17,20H,5-7H2,1-2H3,(H,18,19);BioTransformer 3.0
112;Atenolol-M116;C14H21NO7;315.131804;316.139629;314.123979;CC(C)NCC(O)CC(=CC(=CC(O)=O)CC(=O)O)C(=O)O;InChI=1S/C14H21NO7/c1-8(2)15-7-11(16)6-10(14(21)22)3-9(4-12(17)18)5-13(19)20/h3-4,8,11,15-16H,5-7H2,1-2H3,(H,17,18)(H,19,20)(H,21,22)/b9-4+,10-3-;BioTransformer 3.0
113;Atenolol-M117;C14H21NO5;283.141974;284.149799;282.134149;CC(C)N(CC(O)CC1=C(O)C=CC(=C1)CC(=O)O)O;InChI=1S/C14H21NO5/c1-9(2)15(20)8-12(16)7-11-5-10(6-14(18)19)3-4-13(11)17/h3-5,9,12,16-17,20H,6-8H2,1-2H3,(H,18,19);BioTransformer 3.0
114;Atenolol-M118;C14H20ClNO4;301.108087;302.115912;300.100262;CC(C)N(CC(O)CC1=C(O)C=CC(=C1)CC(=O)O)Cl;InChI=1S/C14H20ClNO4/c1-9(2)16(15)8-12(17)7-11-5-10(6-14(19)20)3-4-13(11)18/h3-5,9,12,17-18H,6-8H2,1-2H3,(H,19,20);BioTransformer 3.0
115;Atenolol-M119;C14H20ClNO4;301.108087;302.115912;300.100262;CC(C)NCC(O)CC1=C(O)C(=CC(=C1)CC(=O)O)Cl;InChI=1S/C14H20ClNO4/c1-8(2)16-7-11(17)6-10-3-9(5-13(18)19)4-12(15)14(10)20/h3-4,8,11,16-17,20H,5-7H2,1-2H3,(H,18,19);BioTransformer 3.0
116;Atenolol-M120;C7H8O;108.057515;109.06534;107.04969;CC1=CC=C(O)C=C1;InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3;BioTransformer 3.0
117;Atenolol-M121;C13H21NO3;239.152144;240.159969;238.144319;CC(C)N(CC(O)COC1=CC=C(C)C=C1)O;InChI=1S/C13H21NO3/c1-10(2)14(16)8-12(15)9-17-13-6-4-11(3)5-7-13/h4-7,10,12,15-16H,8-9H2,1-3H3;BioTransformer 3.0
118;Atenolol-M122;C13H20ClNO2;257.118257;258.126082;256.110432;CC(C)N(CC(O)COC1=CC=C(C)C=C1)Cl;InChI=1S/C13H20ClNO2/c1-10(2)15(14)8-12(16)9-17-13-6-4-11(3)5-7-13/h4-7,10,12,16H,8-9H2,1-3H3;BioTransformer 3.0
119;Atenolol-M123;C7H8O2;124.05243;125.060255;123.044605;OCC=1C=CC(=CC1)O;InChI=1S/C7H8O2/c8-5-6-1-3-7(9)4-2-6/h1-4,8-9H,5H2;BioTransformer 3.0
120;Atenolol-M124;C13H21NO4;255.147059;256.154884;254.139234;CC(C)N(CC(O)COC1=CC=C(CO)C=C1)O;InChI=1S/C13H21NO4/c1-10(2)14(17)7-12(16)9-18-13-5-3-11(8-15)4-6-13/h3-6,10,12,15-17H,7-9H2,1-2H3;BioTransformer 3.0
121;Atenolol-M125;C13H20ClNO3;273.113172;274.120997;272.105347;CC(C)N(CC(O)COC1=CC=C(CO)C=C1)Cl;InChI=1S/C13H20ClNO3/c1-10(2)15(14)7-12(17)9-18-13-5-3-11(8-16)4-6-13/h3-6,10,12,16-17H,7-9H2,1-2H3;BioTransformer 3.0
122;Atenolol-M126;C7H6O2;122.03678;123.044605;121.028955;C1(=CC=C(C=C1)C=O)O;InChI=1S/C7H6O2/c8-5-6-1-3-7(9)4-2-6/h1-5,9H;BioTransformer 3.0
123;Atenolol-M127;C13H19NO4;253.131409;254.139234;252.123584;O=C(O)C1=CC=C(OCC(O)CNC(C)C)C=C1;InChI=1S/C13H19NO4/c1-9(2)14-7-11(15)8-18-12-5-3-10(4-6-12)13(16)17/h3-6,9,11,14-15H,7-8H2,1-2H3,(H,16,17);BioTransformer 3.0
124;Atenolol-M128;C13H19NO4;253.131409;254.139234;252.123584;CC(C)N(CC(O)COC1=CC=C(C=O)C=C1)O;InChI=1S/C13H19NO4/c1-10(2)14(17)7-12(16)9-18-13-5-3-11(8-15)4-6-13/h3-6,8,10,12,16-17H,7,9H2,1-2H3;BioTransformer 3.0
125;Atenolol-M129;C13H18ClNO3;271.097522;272.105347;270.089697;CC(C)N(CC(O)COC1=CC=C(C=O)C=C1)Cl;InChI=1S/C13H18ClNO3/c1-10(2)15(14)7-12(17)9-18-13-5-3-11(8-16)4-6-13/h3-6,8,10,12,17H,7,9H2,1-2H3;BioTransformer 3.0
126;Atenolol-M130;C8H8O4;168.04226;169.050085;167.034435;OC(=O)CC1=CC(O)=C(O)C=C1;InChI=1S/C8H8O4/c9-6-2-1-5(3-7(6)10)4-8(11)12/h1-3,9-10H,4H2,(H,11,12);BioTransformer 3.0
127;Atenolol-M131;C8H8O6;200.03209;201.039915;199.024265;OC(=O)CC(C=CC(=O)O)=CC(O)=O;InChI=1S/C8H8O6/c9-6(10)2-1-5(3-7(11)12)4-8(13)14/h1-3H,4H2,(H,9,10)(H,11,12)(H,13,14)/b2-1+,5-3+;BioTransformer 3.0
128;Atenolol-M132;C8H7ClO3;186.008373;187.016198;185.000548;OC1=C(Cl)C=C(CC(O)=O)C=C1;InChI=1S/C8H7ClO3/c9-6-3-5(4-8(11)12)1-2-7(6)10/h1-3,10H,4H2,(H,11,12);BioTransformer 3.0
129;Atenolol-M133;C14H19NO5;281.126324;282.134149;280.118499;CC(C)[N+](=CC(O)COC1=CC=C(CC(=O)O)C=C1)[O-];InChI=1S/C14H19NO5/c1-10(2)15(19)8-12(16)9-20-13-5-3-11(4-6-13)7-14(17)18/h3-6,8,10,12,16H,7,9H2,1-2H3,(H,17,18)/b15-8-;BioTransformer 3.0
130;Atenolol-M134;C14H22N2O5;298.152873;299.160698;297.145048;CC(C)NCC(O)CC1=C(O)C(=C(C(=C1)CC(N)=O)O)O;InChI=1S/C14H22N2O5/c1-7(2)16-6-10(17)4-8-3-9(5-11(15)18)13(20)14(21)12(8)19/h3,7,10,16-17,19-21H,4-6H2,1-2H3,(H2,15,18);BioTransformer 3.0
131;Atenolol-M135;C12H19NO6;273.121239;274.129064;272.113414;CC(C)NCC(O)CC(C(O)=CC(=O)O)=CC(O)=O;InChI=1S/C12H19NO6/c1-7(2)13-6-9(14)3-8(4-11(16)17)10(15)5-12(18)19/h4-5,7,9,13-15H,3,6H2,1-2H3,(H,16,17)(H,18,19)/b8-4-,10-5-;BioTransformer 3.0
132;Atenolol-M136;C14H22N2O7;330.142703;331.150528;329.134878;CC(C)NCC(O)CC(=CC(=C(O)C(O)=O)CC(N)=O)C(=O)O;InChI=1S/C14H22N2O7/c1-7(2)16-6-10(17)4-9(13(20)21)3-8(5-11(15)18)12(19)14(22)23/h3,7,10,16-17,19H,4-6H2,1-2H3,(H2,15,18)(H,20,21)(H,22,23)/b9-3-,12-8-;BioTransformer 3.0
133;Atenolol-M137;C14H22N2O5;298.152873;299.160698;297.145048;CC(C)N(CC(O)CC1=C(O)C=C(C(=C1)CC(N)=O)O)O;InChI=1S/C14H22N2O5/c1-8(2)16(21)7-11(17)4-9-3-10(5-14(15)20)13(19)6-12(9)18/h3,6,8,11,17-19,21H,4-5,7H2,1-2H3,(H2,15,20);BioTransformer 3.0
134;Atenolol-M138;C14H22N2O5;298.152873;299.160698;297.145048;CC(C)NCC(O)CC1=C(O)C=C(C(=C1)CC(NO)=O)O;InChI=1S/C14H22N2O5/c1-8(2)15-7-11(17)4-9-3-10(5-14(20)16-21)13(19)6-12(9)18/h3,6,8,11,15,17-19,21H,4-5,7H2,1-2H3,(H,16,20);BioTransformer 3.0
135;Atenolol-M139;C14H21ClN2O4;316.118986;317.126811;315.111161;CC(C)N(CC(O)CC1=C(O)C=C(C(=C1)CC(N)=O)O)Cl;InChI=1S/C14H21ClN2O4/c1-8(2)17(15)7-11(18)4-9-3-10(5-14(16)21)13(20)6-12(9)19/h3,6,8,11,18-20H,4-5,7H2,1-2H3,(H2,16,21);BioTransformer 3.0
136;Atenolol-M140;C14H21ClN2O4;316.118986;317.126811;315.111161;CC(C)NCC(O)CC1=C(O)C(=C(C(=C1)CC(N)=O)O)Cl;InChI=1S/C14H21ClN2O4/c1-7(2)17-6-10(18)4-8-3-9(5-11(16)19)14(21)12(15)13(8)20/h3,7,10,17-18,20-21H,4-6H2,1-2H3,(H2,16,19);BioTransformer 3.0
137;Atenolol-M141;C14H22N2O5;298.152873;299.160698;297.145048;CC(C)N(CC(O)CC1C(O)=CC(=O)C(CC(N)=O)=C1)O;InChI=1S/C14H22N2O5/c1-8(2)16(21)7-11(17)4-9-3-10(5-14(15)20)13(19)6-12(9)18/h3,6,8-9,11,17-18,21H,4-5,7H2,1-2H3,(H2,15,20);BioTransformer 3.0
138;Atenolol-M142;C14H22N2O5;298.152873;299.160698;297.145048;CC(C)NCC(O)CC1C(O)=CC(=O)C(CC(NO)=O)=C1;InChI=1S/C14H22N2O5/c1-8(2)15-7-11(17)4-9-3-10(5-14(20)16-21)13(19)6-12(9)18/h3,6,8-9,11,15,17-18,21H,4-5,7H2,1-2H3,(H,16,20);BioTransformer 3.0
139;Atenolol-M143;C14H21ClN2O4;316.118986;317.126811;315.111161;CC(C)N(CC(O)CC1C(O)=CC(=O)C(CC(N)=O)=C1)Cl;InChI=1S/C14H21ClN2O4/c1-8(2)17(15)7-11(18)4-9-3-10(5-14(16)21)13(20)6-12(9)19/h3,6,8-9,11,18-19H,4-5,7H2,1-2H3,(H2,16,21);BioTransformer 3.0
140;Atenolol-M144;C14H22N2O5;298.152873;299.160698;297.145048;CC(C)NCC(O)CC1C(O)=C(O)C(=O)C(CC(N)=O)=C1;InChI=1S/C14H22N2O5/c1-7(2)16-6-10(17)4-8-3-9(5-11(15)18)13(20)14(21)12(8)19/h3,7-8,10,16-17,19,21H,4-6H2,1-2H3,(H2,15,18);BioTransformer 3.0
141;Atenolol-M145;C14H20N2O5;296.137223;297.145048;295.129398;CC(C)NCC(O)CC1=C(O)C(C=C(C1=O)CC(N)=O)=O;InChI=1S/C14H20N2O5/c1-7(2)16-6-9(17)5-10-13(20)8(4-12(15)19)3-11(18)14(10)21/h3,7,9,16-17,21H,4-6H2,1-2H3,(H2,15,19);BioTransformer 3.0
142;Atenolol-M146;C14H22N2O7;330.142703;331.150528;329.134878;CC(C)NCC(O)CC(=C(O)C(=O)O)C=C(CC(N)=O)C(O)=O;InChI=1S/C14H22N2O7/c1-7(2)16-6-10(17)4-8(12(19)14(22)23)3-9(13(20)21)5-11(15)18/h3,7,10,16-17,19H,4-6H2,1-2H3,(H2,15,18)(H,20,21)(H,22,23)/b9-3-,12-8-;BioTransformer 3.0
143;Atenolol-M147;C14H22N2O5;298.152873;299.160698;297.145048;CC(C)N(CC(O)CC1=C(O)C(=CC(=C1)CC(N)=O)O)O;InChI=1S/C14H22N2O5/c1-8(2)16(21)7-11(17)6-10-3-9(5-13(15)19)4-12(18)14(10)20/h3-4,8,11,17-18,20-21H,5-7H2,1-2H3,(H2,15,19);BioTransformer 3.0
144;Atenolol-M148;C14H22N2O5;298.152873;299.160698;297.145048;CC(C)NCC(O)CC1=C(O)C(=CC(=C1)CC(NO)=O)O;InChI=1S/C14H22N2O5/c1-8(2)15-7-11(17)6-10-3-9(5-13(19)16-21)4-12(18)14(10)20/h3-4,8,11,15,17-18,20-21H,5-7H2,1-2H3,(H,16,19);BioTransformer 3.0
145;Atenolol-M149;C14H21ClN2O4;316.118986;317.126811;315.111161;CC(C)N(CC(O)CC1=C(O)C(=CC(=C1)CC(N)=O)O)Cl;InChI=1S/C14H21ClN2O4/c1-8(2)17(15)7-11(18)6-10-3-9(5-13(16)20)4-12(19)14(10)21/h3-4,8,11,18-19,21H,5-7H2,1-2H3,(H2,16,20);BioTransformer 3.0
146;Atenolol-M150;C14H21ClN2O4;316.118986;317.126811;315.111161;CC(C)NCC(O)CC1=C(O)C(=C(C(=C1)CC(N)=O)Cl)O;InChI=1S/C14H21ClN2O4/c1-7(2)17-6-10(18)4-9-3-8(5-11(16)19)12(15)14(21)13(9)20/h3,7,10,17-18,20-21H,4-6H2,1-2H3,(H2,16,19);BioTransformer 3.0
147;Atenolol-M151;C14H21ClN2O4;316.118986;317.126811;315.111161;CC(C)NCC(O)CC1=C(O)C(=CC(=C1Cl)CC(N)=O)O;InChI=1S/C14H21ClN2O4/c1-7(2)17-6-9(18)5-10-13(15)8(4-12(16)20)3-11(19)14(10)21/h3,7,9,17-19,21H,4-6H2,1-2H3,(H2,16,20);BioTransformer 3.0
148;Atenolol-M152;C14H22N2O7;330.142703;331.150528;329.134878;CC(C)N(CC(O)CC(=CC(=CC(O)=O)CC(N)=O)C(=O)O)O;InChI=1S/C14H22N2O7/c1-8(2)16(23)7-11(17)6-10(14(21)22)3-9(4-12(15)18)5-13(19)20/h3,5,8,11,17,23H,4,6-7H2,1-2H3,(H2,15,18)(H,19,20)(H,21,22)/b9-5+,10-3-;BioTransformer 3.0
149;Atenolol-M153;C14H22N2O7;330.142703;331.150528;329.134878;CC(C)NCC(O)CC(=CC(=CC(O)=O)CC(NO)=O)C(=O)O;InChI=1S/C14H22N2O7/c1-8(2)15-7-11(17)6-10(14(21)22)3-9(5-13(19)20)4-12(18)16-23/h3,5,8,11,15,17,23H,4,6-7H2,1-2H3,(H,16,18)(H,19,20)(H,21,22)/b9-5+,10-3-;BioTransformer 3.0
150;Atenolol-M154;C14H21ClN2O6;348.108816;349.116641;347.100991;CC(C)N(CC(O)CC(=CC(=CC(O)=O)CC(N)=O)C(=O)O)Cl;InChI=1S/C14H21ClN2O6/c1-8(2)17(15)7-11(18)6-10(14(22)23)3-9(4-12(16)19)5-13(20)21/h3,5,8,11,18H,4,6-7H2,1-2H3,(H2,16,19)(H,20,21)(H,22,23)/b9-5+,10-3-;BioTransformer 3.0
151;Atenolol-M155;C14H22N2O5;298.152873;299.160698;297.145048;CC(C)N(CC(O)CC1=C(O)C=CC(=C1)CC(NO)=O)O;InChI=1S/C14H22N2O5/c1-9(2)16(21)8-12(17)7-11-5-10(3-4-13(11)18)6-14(19)15-20/h3-5,9,12,17-18,20-21H,6-8H2,1-2H3,(H,15,19);BioTransformer 3.0
152;Atenolol-M156;C14H20N2O4;280.142308;281.150133;279.134483;CC(C)[N+](=CC(O)CC1=C(O)C=CC(=C1)CC(N)=O)[O-];InChI=1S/C14H20N2O4/c1-9(2)16(20)8-12(17)7-11-5-10(6-14(15)19)3-4-13(11)18/h3-5,8-9,12,17-18H,6-7H2,1-2H3,(H2,15,19)/b16-8-;BioTransformer 3.0
153;Atenolol-M157;C14H21ClN2O4;316.118986;317.126811;315.111161;CC(C)N(CC(O)CC1=C(O)C(=CC(=C1)CC(N)=O)Cl)O;InChI=1S/C14H21ClN2O4/c1-8(2)17(21)7-11(18)6-10-3-9(5-13(16)19)4-12(15)14(10)20/h3-4,8,11,18,20-21H,5-7H2,1-2H3,(H2,16,19);BioTransformer 3.0
154;Atenolol-M158;C14H22N2O5;298.152873;299.160698;297.145048;CC(C)NCC(O)CC1=C(O)C=CC(=C1)CC(N(O)O)=O;InChI=1S/C14H20N2O4/c1-9(2)15-8-12(17)7-11-5-10(3-4-13(11)18)6-14(19)16-20/h3-5,9,12,15,17-18H,6-8H2,1-2H3;BioTransformer 3.0
155;Atenolol-M159;C14H20N2O4;280.142308;281.150133;279.134483;CC(C)NCC(O)CC1=C(O)C=CC(=C1)CC(N=O)=O;InChI=1S/C14H20N2O4/c1-9(2)15-8-12(17)7-11-5-10(3-4-13(11)18)6-14(19)16-20/h3-5,9,12,15,17-18H,6-8H2,1-2H3;BioTransformer 3.0
156;Atenolol-M160;C14H21ClN2O4;316.118986;317.126811;315.111161;CC(C)N(CC(O)CC1=C(O)C=CC(=C1)CC(NO)=O)Cl;InChI=1S/C14H21ClN2O4/c1-9(2)17(15)8-12(18)7-11-5-10(3-4-13(11)19)6-14(20)16-21/h3-5,9,12,18-19,21H,6-8H2,1-2H3,(H,16,20);BioTransformer 3.0
157;Atenolol-M161;C14H21ClN2O4;316.118986;317.126811;315.111161;CC(C)NCC(O)CC1=C(O)C(=CC(=C1)CC(NO)=O)Cl;InChI=1S/C14H21ClN2O4/c1-8(2)16-7-11(18)6-10-3-9(5-13(19)17-21)4-12(15)14(10)20/h3-4,8,11,16,18,20-21H,5-7H2,1-2H3,(H,17,19);BioTransformer 3.0
158;Atenolol-M162;C14H20Cl2N2O3;334.085099;335.092924;333.077274;CC(C)N(CC(O)CC1=C(O)C(=CC(=C1)CC(N)=O)Cl)Cl;InChI=1S/C14H20Cl2N2O3/c1-8(2)18(16)7-11(19)6-10-3-9(5-13(17)20)4-12(15)14(10)21/h3-4,8,11,19,21H,5-7H2,1-2H3,(H2,17,20);BioTransformer 3.0
159;Atenolol-M163;C14H21ClN2O4;316.118986;317.126811;315.111161;CC(C)NCC(O)CC1C(O)=C(Cl)C(=O)C(CC(N)=O)=C1;InChI=1S/C14H21ClN2O4/c1-7(2)17-6-10(18)4-8-3-9(5-11(16)19)14(21)12(15)13(8)20/h3,7-8,10,17-18,20H,4-6H2,1-2H3,(H2,16,19);BioTransformer 3.0
160;Atenolol-M164;C6H13NO3;147.089544;148.097369;146.081719;CC(C)[N+](=CC(CO)O)[O-];InChI=1S/C6H13NO3/c1-5(2)7(10)3-6(9)4-8/h3,5-6,8-9H,4H2,1-2H3/b7-3-;BioTransformer 3.0
161;Atenolol-M165;C8H9NO4;183.053159;184.060984;182.045334;OC1=C(C=C(CC(N)=O)C=C1O)O;InChI=1S/C8H9NO4/c9-7(12)3-4-1-5(10)8(13)6(11)2-4/h1-2,10-11,13H,3H2,(H2,9,12);BioTransformer 3.0
162;Atenolol-M166;C8H9NO4;183.053159;184.060984;182.045334;OC1=CC=C(CC(N)=O)C(O)=C1O;InChI=1S/C8H9NO4/c9-6(11)3-4-1-2-5(10)8(13)7(4)12/h1-2,10,12-13H,3H2,(H2,9,11);BioTransformer 3.0
163;Atenolol-M167;C8H7NO4;181.037509;182.045334;180.029684;OC1=CC(C(=CC1=O)CC(N)=O)=O;InChI=1S/C8H7NO4/c9-8(13)2-4-1-6(11)7(12)3-5(4)10/h1,3,12H,2H2,(H2,9,13);BioTransformer 3.0
164;Atenolol-M168;C8H9NO4;183.053159;184.060984;182.045334;OC1=CC=C(CC(NO)=O)C=C1O;InChI=1S/C8H9NO4/c10-6-2-1-5(3-7(6)11)4-8(12)9-13/h1-3,10-11,13H,4H2,(H,9,12);BioTransformer 3.0
